user_id,question_id,subject,topic,answer_correct,confidence,time_taken,expected_time
S61,24,DSA,Stack,0,5,7,8.0
S61,69,DSA,Stack,1,3,9,8.0
S61,215,DSA,Queue,0,3,7,8.0
S62,23,DSA,Stack,1,1,14,8.0
S62,79,DSA,Stack,1,1,6,8.0
S62,57,DSA,Stack,0,5,8,8.0
S62,51,DSA,Stack,0,4,13,8.0
S62,188,DSA,Queue,1,4,8,8.0
S62,139,DSA,Stack,1,1,8,8.0
S62,286,DSA,Queue,1,4,9,8.0
S62,216,DSA,Queue,1,1,4,8.0
S62,141,DSA,Stack,0,5,3,8.0
S62,233,DSA,Queue,1,4,3,8.0
S63,153,DSA,Stack,0,5,10,8.0
S63,242,DSA,Queue,1,1,3,8.0
S63,212,DSA,Queue,1,4,9,8.0
S63,232,DSA,Queue,0,4,6,8.0
S63,74,DSA,Stack,1,4,11,8.0
S63,157,DSA,Stack,0,4,8,8.0
S63,98,DSA,Stack,0,5,12,8.0
S63,33,DSA,Stack,1,2,14,8.0
S63,104,DSA,Stack,0,5,9,8.0
S63,239,DSA,Queue,0,2,10,8.0
S64,169,DSA,Stack,0,1,6,8.0
S64,264,DSA,Queue,0,2,11,8.0
S64,106,DSA,Stack,1,5,7,8.0
S64,3,DSA,Stack,1,5,14,
S64,69,DSA,Stack,1,3,9,8.0
S64,213,DSA,Queue,1,4,9,8.0
S64,165,DSA,Stack,1,1,4,8.0
S64,80,DSA,Stack,0,5,10,8.0
S64,256,DSA,Queue,1,5,5,8.0
S64,51,DSA,Stack,1,4,8,8.0
S65,287,DSA,Queue,1,3,14,8.0
S65,10,DSA,Stack,0,1,15,
S65,60,DSA,Stack,1,1,11,8.0
S65,191,DSA,Queue,1,3,4,8.0
S65,99,DSA,Stack,0,1,8,8.0
S65,34,DSA,Stack,1,1,10,8.0
S65,51,DSA,Stack,0,2,8,8.0
S65,238,DSA,Queue,0,5,11,8.0
S65,105,DSA,Stack,0,3,15,8.0
S65,91,DSA,Stack,0,4,7,8.0
S66,63,DSA,Stack,1,2,9,8.0
S66,200,DSA,Queue,0,3,6,8.0
S66,7,DSA,Stack,1,2,7,
S66,94,DSA,Stack,1,5,13,8.0
S66,37,DSA,Stack,0,2,6,8.0
S66,224,DSA,Queue,0,3,4,8.0
S66,278,DSA,Queue,1,1,12,8.0
S66,261,DSA,Queue,1,5,10,8.0
S66,41,DSA,Stack,0,2,13,8.0
S66,84,DSA,Stack,1,5,7,8.0
S67,94,DSA,Stack,0,3,9,8.0
S67,249,DSA,Queue,1,2,12,8.0
S67,219,DSA,Queue,1,2,11,8.0
S67,225,DSA,Queue,0,2,3,8.0
S67,82,DSA,Stack,1,1,4,8.0
S67,184,DSA,Queue,1,3,9,8.0
S67,241,DSA,Queue,0,2,5,8.0
S67,81,DSA,Stack,0,2,10,8.0
S67,50,DSA,Stack,1,5,6,8.0
S67,157,DSA,Stack,1,4,5,8.0
S68,69,DSA,Stack,1,3,4,8.0
S68,256,DSA,Queue,0,4,5,8.0
S68,52,DSA,Stack,0,4,11,8.0
S68,276,DSA,Queue,0,3,10,8.0
S68,24,DSA,Stack,1,2,14,8.0
S68,97,DSA,Stack,0,5,9,8.0
S68,1,DSA,Stack,1,4,9,6.0
S68,96,DSA,Stack,1,1,11,8.0
S68,53,DSA,Stack,1,2,10,8.0
S68,190,DSA,Queue,0,2,4,8.0
S69,268,DSA,Queue,0,5,8,8.0
S69,211,DSA,Queue,1,5,15,8.0
S69,80,DSA,Stack,0,2,8,8.0
S69,202,DSA,Queue,0,1,11,8.0
S69,94,DSA,Stack,0,3,6,8.0
S69,233,DSA,Queue,0,5,5,8.0
S69,274,DSA,Queue,1,4,9,8.0
S69,65,DSA,Stack,0,5,11,8.0
S69,201,DSA,Queue,0,2,13,8.0
S69,46,DSA,Stack,0,1,8,8.0
S70,110,DSA,Stack,0,5,4,8.0
S70,51,DSA,Stack,0,2,13,8.0
S70,182,DSA,Queue,1,2,9,8.0
S70,167,DSA,Stack,1,1,8,8.0
S70,129,DSA,Stack,0,3,9,8.0
S70,135,DSA,Stack,1,2,7,8.0
S70,256,DSA,Queue,0,5,3,8.0
S70,24,DSA,Stack,1,5,14,8.0
S70,152,DSA,Stack,0,2,5,8.0
S70,75,DSA,Stack,0,3,15,8.0
S71,57,DSA,Stack,1,4,7,8.0
S71,238,DSA,Queue,0,5,4,8.0
S71,45,DSA,Stack,1,2,6,8.0
S71,215,DSA,Queue,0,3,15,8.0
S71,125,DSA,Stack,1,3,4,8.0
S71,263,DSA,Queue,1,5,6,8.0
S71,113,DSA,Stack,0,4,15,8.0
S71,202,DSA,Queue,0,2,12,8.0
S71,23,DSA,Stack,1,2,7,8.0
S71,205,DSA,Queue,0,1,13,8.0
S72,42,DSA,Stack,1,3,13,8.0
S72,71,DSA,Stack,1,1,6,8.0
S72,229,DSA,Queue,0,2,11,8.0
S72,102,DSA,Stack,1,3,7,8.0
S72,152,DSA,Stack,1,5,13,8.0
S72,262,DSA,Queue,0,3,8,8.0
S72,94,DSA,Stack,1,4,3,8.0
S72,213,DSA,Queue,0,5,4,8.0
S72,172,DSA,Queue,0,3,9,8.0
S72,221,DSA,Queue,0,4,4,8.0
S73,222,DSA,Queue,0,2,8,8.0
S73,63,DSA,Stack,0,5,12,8.0
S73,151,DSA,Stack,0,3,7,8.0
S73,124,DSA,Stack,0,2,13,8.0
S73,229,DSA,Queue,1,1,7,8.0
S73,246,DSA,Queue,0,4,7,8.0
S73,48,DSA,Stack,0,4,9,8.0
S73,100,DSA,Stack,0,5,6,8.0
S73,242,DSA,Queue,0,2,12,8.0
S73,82,DSA,Stack,1,2,10,8.0
S74,288,DSA,Queue,0,3,6,8.0
S74,13,DSA,Stack,0,3,4,8.0
S74,28,DSA,Stack,1,1,4,8.0
S74,88,DSA,Stack,0,2,11,8.0
S74,76,DSA,Stack,1,4,9,8.0
S74,40,DSA,Stack,1,1,14,8.0
S74,280,DSA,Queue,0,5,12,8.0
S74,186,DSA,Queue,1,1,9,8.0
S74,16,DSA,Stack,0,4,10,8.0
S74,259,DSA,Queue,0,5,14,8.0
S75,168,DSA,Stack,1,3,4,8.0
S75,31,DSA,Stack,1,1,12,8.0
S75,80,DSA,Stack,0,4,4,8.0
S75,84,DSA,Stack,0,4,8,8.0
S75,66,DSA,Stack,0,3,3,8.0
S75,105,DSA,Stack,1,1,15,8.0
S75,195,DSA,Queue,0,4,8,8.0
S75,157,DSA,Stack,0,5,6,8.0
S75,259,DSA,Queue,0,2,9,8.0
S75,163,DSA,Stack,0,2,6,8.0
S76,56,DSA,Stack,0,1,13,8.0
S76,283,DSA,Queue,1,4,7,8.0
S76,172,DSA,Queue,0,4,3,8.0
S76,132,DSA,Stack,0,5,15,8.0
S76,23,DSA,Stack,0,2,8,8.0
S76,233,DSA,Queue,0,3,4,8.0
S76,109,DSA,Stack,0,3,7,8.0
S76,76,DSA,Stack,0,4,5,8.0
S76,273,DSA,Queue,1,1,11,8.0
S76,31,DSA,Stack,0,1,3,8.0
S77,62,DSA,Stack,0,1,3,8.0
S77,175,DSA,Queue,0,5,3,8.0
S77,61,DSA,Stack,1,1,7,8.0
S77,251,DSA,Queue,0,1,4,8.0
S77,252,DSA,Queue,0,4,7,8.0
S77,63,DSA,Stack,0,2,10,8.0
S77,10,DSA,Stack,1,3,3,
S77,5,DSA,Stack,1,5,8,
S77,113,DSA,Stack,1,3,4,8.0
S77,91,DSA,Stack,0,5,10,8.0
S78,29,DSA,Stack,0,3,13,8.0
S78,50,DSA,Stack,0,2,4,8.0
S78,77,DSA,Stack,1,3,3,8.0
S78,268,DSA,Queue,0,3,5,8.0
S78,79,DSA,Stack,1,5,6,8.0
S78,156,DSA,Stack,0,4,13,8.0
S78,128,DSA,Stack,1,5,8,8.0
S78,149,DSA,Stack,1,2,5,8.0
S78,285,DSA,Queue,1,1,5,8.0
S78,263,DSA,Queue,0,5,9,8.0
S79,230,DSA,Queue,1,5,6,8.0
S79,220,DSA,Queue,0,4,11,8.0
S79,69,DSA,Stack,1,2,13,8.0
S79,169,DSA,Stack,1,2,6,8.0
S79,174,DSA,Queue,1,1,11,8.0
S79,47,DSA,Stack,1,1,7,8.0
S79,290,DSA,Queue,0,4,10,8.0
S79,184,DSA,Queue,0,1,3,8.0
S79,274,DSA,Queue,1,3,6,8.0
S79,121,DSA,Stack,0,3,8,8.0
S80,19,DSA,Stack,0,5,11,8.0
S80,187,DSA,Queue,0,1,13,8.0
S80,75,DSA,Stack,0,2,5,8.0
S80,252,DSA,Queue,0,2,9,8.0
S80,121,DSA,Stack,0,2,7,8.0
S80,210,DSA,Queue,0,5,6,8.0
S80,259,DSA,Queue,1,5,9,8.0
S80,191,DSA,Queue,0,2,8,8.0
S80,157,DSA,Stack,0,2,6,8.0
S80,174,DSA,Queue,0,4,12,8.0
S81,68,DSA,Stack,1,1,3,8.0
S81,209,DSA,Queue,1,5,13,8.0
S81,12,DSA,Stack,1,3,9,8.0
S81,101,DSA,Stack,0,1,10,8.0
S81,120,DSA,Stack,0,1,10,8.0
S81,38,DSA,Stack,1,3,11,8.0
S81,5,DSA,Stack,0,4,10,
S81,91,DSA,Stack,0,1,10,8.0
S81,8,DSA,Stack,1,5,13,
S81,169,DSA,Stack,0,1,5,8.0
S82,111,DSA,Stack,0,5,13,8.0
S82,119,DSA,Stack,0,1,10,8.0
S82,19,DSA,Stack,0,2,15,8.0
S82,117,DSA,Stack,1,5,15,8.0
S82,274,DSA,Queue,0,2,11,8.0
S82,53,DSA,Stack,1,1,5,8.0
S82,286,DSA,Queue,0,2,15,8.0
S82,216,DSA,Queue,1,1,5,8.0
S82,22,DSA,Stack,0,2,11,8.0
S82,256,DSA,Queue,1,4,3,8.0
S83,118,DSA,Stack,1,1,8,8.0
S83,121,DSA,Stack,1,5,4,8.0
S83,144,DSA,Stack,1,1,6,8.0
S83,30,DSA,Stack,0,2,4,8.0
S83,64,DSA,Stack,0,2,11,8.0
S83,49,DSA,Stack,0,1,10,8.0
S83,109,DSA,Stack,0,5,12,8.0
S83,51,DSA,Stack,1,3,5,8.0
S83,289,DSA,Queue,0,5,4,8.0
S83,33,DSA,Stack,0,5,12,8.0
S84,22,DSA,Stack,0,3,14,8.0
S84,166,DSA,Stack,0,4,7,8.0
S84,262,DSA,Queue,1,1,11,8.0
S84,60,DSA,Stack,1,5,9,8.0
S84,157,DSA,Stack,1,5,4,8.0
S84,251,DSA,Queue,1,1,5,8.0
S84,79,DSA,Stack,0,2,5,8.0
S84,247,DSA,Queue,0,5,3,8.0
S84,223,DSA,Queue,1,3,12,8.0
S84,240,DSA,Queue,0,5,6,8.0
S85,289,DSA,Queue,0,5,6,8.0
S85,126,DSA,Stack,0,2,15,8.0
S85,270,DSA,Queue,1,5,7,8.0
S85,166,DSA,Stack,1,3,13,8.0
S85,106,DSA,Stack,1,5,11,8.0
S85,125,DSA,Stack,0,2,8,8.0
S85,32,DSA,Stack,0,5,8,8.0
S85,5,DSA,Stack,0,2,13,
S85,12,DSA,Stack,1,4,9,8.0
S85,246,DSA,Queue,0,4,8,8.0
S86,149,DSA,Stack,0,2,3,8.0
S86,8,DSA,Stack,1,1,7,
S86,48,DSA,Stack,1,1,6,8.0
S86,273,DSA,Queue,0,1,11,8.0
S86,49,DSA,Stack,0,2,9,8.0
S86,195,DSA,Queue,0,4,12,8.0
S86,244,DSA,Queue,1,1,15,8.0
S86,187,DSA,Queue,0,5,14,8.0
S86,131,DSA,Stack,0,3,4,8.0
S86,123,DSA,Stack,0,1,15,8.0
S87,272,DSA,Queue,0,3,15,8.0
S87,250,DSA,Queue,0,4,8,8.0
S87,205,DSA,Queue,1,5,6,8.0
S87,275,DSA,Queue,1,4,3,8.0
S87,96,DSA,Stack,1,5,13,8.0
S87,177,DSA,Queue,0,5,12,8.0
S87,209,DSA,Queue,0,3,4,8.0
S87,47,DSA,Stack,1,5,4,8.0
S87,264,DSA,Queue,0,1,14,8.0
S87,133,DSA,Stack,1,1,10,8.0
S88,228,DSA,Queue,0,5,8,8.0
S88,174,DSA,Queue,0,4,13,8.0
S88,117,DSA,Stack,0,1,7,8.0
S88,129,DSA,Stack,0,3,12,8.0
S88,17,DSA,Stack,0,1,14,8.0
S88,138,DSA,Stack,0,4,4,8.0
S88,63,DSA,Stack,0,4,5,8.0
S88,200,DSA,Queue,1,1,14,8.0
S88,107,DSA,Stack,0,4,6,8.0
S88,77,DSA,Stack,1,5,13,8.0
S89,212,DSA,Queue,1,5,12,8.0
S89,70,DSA,Stack,0,4,8,8.0
S89,249,DSA,Queue,0,5,3,8.0
S89,109,DSA,Stack,0,5,8,8.0
S89,289,DSA,Queue,1,5,4,8.0
S89,157,DSA,Stack,1,1,6,8.0
S89,113,DSA,Stack,0,1,5,8.0
S89,97,DSA,Stack,0,2,4,8.0
S89,28,DSA,Stack,1,2,5,8.0
S89,59,DSA,Stack,0,4,6,8.0
S90,196,DSA,Queue,1,3,13,8.0
S90,95,DSA,Stack,1,2,6,8.0
S90,287,DSA,Queue,0,4,3,8.0
S90,142,DSA,Stack,1,3,13,8.0
S90,61,DSA,Stack,1,4,8,8.0
S90,235,DSA,Queue,0,2,6,8.0
S90,209,DSA,Queue,1,4,8,8.0
S90,251,DSA,Queue,1,4,6,8.0
S90,30,DSA,Stack,0,1,6,8.0
S90,261,DSA,Queue,0,4,10,8.0
S91,134,DSA,Stack,0,1,15,8.0
S91,224,DSA,Queue,1,4,6,8.0
S91,188,DSA,Queue,1,2,8,8.0
S91,237,DSA,Queue,1,1,15,8.0
S91,185,DSA,Queue,0,1,5,8.0
S91,171,DSA,Queue,0,4,9,8.0
S91,216,DSA,Queue,1,1,8,8.0
S91,95,DSA,Stack,0,1,7,8.0
S91,143,DSA,Stack,1,4,10,8.0
S91,221,DSA,Queue,1,2,15,8.0
S92,126,DSA,Stack,0,1,4,8.0
S92,102,DSA,Stack,1,2,11,8.0
S92,122,DSA,Stack,1,2,8,8.0
S92,209,DSA,Queue,1,3,6,8.0
S92,130,DSA,Stack,0,2,14,8.0
S92,60,DSA,Stack,1,2,10,8.0
S92,207,DSA,Queue,0,3,5,8.0
S92,215,DSA,Queue,1,2,8,8.0
S92,112,DSA,Stack,0,2,11,8.0
S92,163,DSA,Stack,1,2,11,8.0
S93,166,DSA,Stack,1,2,7,8.0
S93,34,DSA,Stack,1,4,4,8.0
S93,232,DSA,Queue,0,3,15,8.0
S93,274,DSA,Queue,1,4,13,8.0
S93,177,DSA,Queue,1,5,7,8.0
S93,266,DSA,Queue,0,2,4,8.0
S93,31,DSA,Stack,0,5,4,8.0
S93,103,DSA,Stack,0,2,6,8.0
S93,233,DSA,Queue,1,4,9,8.0
S93,63,DSA,Stack,0,5,12,8.0
S94,4,DSA,Stack,0,5,7,
S94,122,DSA,Stack,0,4,9,8.0
S94,17,DSA,Stack,1,3,6,8.0
S94,29,DSA,Stack,0,3,6,8.0
S94,126,DSA,Stack,0,3,11,8.0
S94,186,DSA,Queue,1,5,9,8.0
S94,22,DSA,Stack,0,2,10,8.0
S94,253,DSA,Queue,1,2,8,8.0
S94,135,DSA,Stack,1,1,15,8.0
S94,103,DSA,Stack,0,3,9,8.0
S95,75,DSA,Stack,0,5,12,8.0
S95,106,DSA,Stack,1,1,10,8.0
S95,172,DSA,Queue,1,3,8,8.0
S95,134,DSA,Stack,0,5,12,8.0
S95,140,DSA,Stack,1,3,15,8.0
S95,207,DSA,Queue,0,5,10,8.0
S95,143,DSA,Stack,1,4,7,8.0
S95,10,DSA,Stack,0,1,8,
S95,208,DSA,Queue,0,1,14,8.0
S95,46,DSA,Stack,0,2,9,8.0
S96,261,DSA,Queue,0,1,13,8.0
S96,198,DSA,Queue,1,4,3,8.0
S96,39,DSA,Stack,0,1,11,8.0
S96,122,DSA,Stack,1,3,3,8.0
S96,42,DSA,Stack,1,4,15,8.0
S96,119,DSA,Stack,1,1,13,8.0
S96,150,DSA,Stack,0,5,7,8.0
S96,44,DSA,Stack,1,3,12,8.0
S96,51,DSA,Stack,0,3,14,8.0
S96,101,DSA,Stack,0,1,8,8.0
S97,151,DSA,Stack,1,3,10,8.0
S97,281,DSA,Queue,0,1,5,8.0
S97,174,DSA,Queue,0,4,12,8.0
S97,265,DSA,Queue,1,2,13,8.0
S97,190,DSA,Queue,0,1,9,8.0
S97,192,DSA,Queue,0,1,8,8.0
S97,199,DSA,Queue,0,4,6,8.0
S97,82,DSA,Stack,1,2,15,8.0
S97,146,DSA,Stack,0,1,6,8.0
S97,24,DSA,Stack,1,2,6,8.0
S98,65,DSA,Stack,0,4,3,8.0
S98,79,DSA,Stack,1,1,10,8.0
S98,202,DSA,Queue,0,1,9,8.0
S98,97,DSA,Stack,0,3,13,8.0
S98,5,DSA,Stack,1,4,9,
S98,34,DSA,Stack,1,3,11,8.0
S98,54,DSA,Stack,0,3,5,8.0
S98,119,DSA,Stack,1,4,11,8.0
S98,251,DSA,Queue,1,1,13,8.0
S98,178,DSA,Queue,1,4,11,8.0
S99,6,DSA,Stack,1,1,15,
S99,8,DSA,Stack,1,1,10,
S99,239,DSA,Queue,0,1,8,8.0
S99,279,DSA,Queue,0,3,14,8.0
S99,17,DSA,Stack,1,2,13,8.0
S99,108,DSA,Stack,0,3,3,8.0
S99,263,DSA,Queue,1,1,5,8.0
S99,277,DSA,Queue,1,2,15,8.0
S99,269,DSA,Queue,0,1,13,8.0
S99,10,DSA,Stack,0,1,9,
S100,14,DSA,Stack,0,3,7,8.0
S100,58,DSA,Stack,0,5,9,8.0
S100,200,DSA,Queue,1,3,13,8.0
S100,187,DSA,Queue,0,2,13,8.0
S100,215,DSA,Queue,1,5,12,8.0
S100,181,DSA,Queue,1,5,11,8.0
S100,280,DSA,Queue,0,1,15,8.0
S100,41,DSA,Stack,1,5,15,8.0
S100,6,DSA,Stack,0,2,12,
S100,153,DSA,Stack,1,3,15,8.0
S101,32,DSA,Stack,0,4,4,8.0
S101,128,DSA,Stack,0,1,9,8.0
S101,232,DSA,Queue,1,2,3,8.0
S101,30,DSA,Stack,1,2,14,8.0
S101,42,DSA,Stack,0,2,13,8.0
S101,120,DSA,Stack,0,5,6,8.0
S101,196,DSA,Queue,1,5,12,8.0
S101,51,DSA,Stack,0,5,7,8.0
S101,8,DSA,Stack,1,2,8,
S101,138,DSA,Stack,0,1,11,8.0
S102,184,DSA,Queue,1,5,10,8.0
S102,121,DSA,Stack,1,3,12,8.0
S102,239,DSA,Queue,1,2,14,8.0
S102,156,DSA,Stack,0,2,11,8.0
S102,146,DSA,Stack,0,5,13,8.0
S102,269,DSA,Queue,1,4,12,8.0
S102,94,DSA,Stack,0,5,8,8.0
S102,286,DSA,Queue,1,4,15,8.0
S102,259,DSA,Queue,0,4,13,8.0
S102,248,DSA,Queue,1,5,14,8.0
S103,46,DSA,Stack,0,5,3,8.0
S103,114,DSA,Stack,0,5,3,8.0
S103,127,DSA,Stack,0,5,13,8.0
S103,219,DSA,Queue,0,2,3,8.0
S103,185,DSA,Queue,0,4,3,8.0
S103,44,DSA,Stack,0,1,8,8.0
S103,286,DSA,Queue,1,5,10,8.0
S103,193,DSA,Queue,1,3,13,8.0
S103,61,DSA,Stack,0,1,6,8.0
S103,284,DSA,Queue,0,5,3,8.0
S104,95,DSA,Stack,0,2,14,8.0
S104,82,DSA,Stack,1,3,8,8.0
S104,27,DSA,Stack,0,2,11,8.0
S104,54,DSA,Stack,1,4,14,8.0
S104,265,DSA,Queue,1,3,3,8.0
S104,81,DSA,Stack,1,4,8,8.0
S104,241,DSA,Queue,0,4,5,8.0
S104,105,DSA,Stack,0,4,12,8.0
S104,217,DSA,Queue,1,3,11,8.0
S104,45,DSA,Stack,1,4,6,8.0
S105,272,DSA,Queue,0,4,5,8.0
S105,234,DSA,Queue,1,3,12,8.0
S105,166,DSA,Stack,1,5,3,8.0
S105,165,DSA,Stack,1,5,13,8.0
S105,126,DSA,Stack,0,2,11,8.0
S105,114,DSA,Stack,1,5,3,8.0
S105,276,DSA,Queue,0,5,4,8.0
S105,167,DSA,Stack,1,1,11,8.0
S105,225,DSA,Queue,1,2,4,8.0
S105,196,DSA,Queue,0,1,6,8.0
S106,225,DSA,Queue,0,1,6,8.0
S106,217,DSA,Queue,1,1,12,8.0
S106,189,DSA,Queue,0,2,6,8.0
S106,30,DSA,Stack,0,2,9,8.0
S106,60,DSA,Stack,1,4,9,8.0
S106,288,DSA,Queue,0,1,3,8.0
S106,155,DSA,Stack,1,5,8,8.0
S106,216,DSA,Queue,1,1,9,8.0
S106,139,DSA,Stack,1,4,4,8.0
S106,273,DSA,Queue,1,2,4,8.0
S107,111,DSA,Stack,0,2,8,8.0
S107,207,DSA,Queue,1,5,10,8.0
S107,118,DSA,Stack,0,5,13,8.0
S107,165,DSA,Stack,0,3,14,8.0
S107,276,DSA,Queue,0,4,3,8.0
S107,103,DSA,Stack,0,3,12,8.0
S107,192,DSA,Queue,0,2,9,8.0
S107,235,DSA,Queue,1,1,13,8.0
S107,52,DSA,Stack,0,1,15,8.0
S107,155,DSA,Stack,0,5,14,8.0
S108,263,DSA,Queue,1,4,14,8.0
S108,58,DSA,Stack,1,4,4,8.0
S108,285,DSA,Queue,0,3,12,8.0
S108,165,DSA,Stack,1,3,3,8.0
S108,217,DSA,Queue,1,5,5,8.0
S108,188,DSA,Queue,1,5,13,8.0
S108,130,DSA,Stack,0,5,3,8.0
S108,60,DSA,Stack,0,4,8,8.0
S108,176,DSA,Queue,0,4,10,8.0
S108,106,DSA,Stack,1,5,6,8.0
S109,53,DSA,Stack,1,4,8,8.0
S109,20,DSA,Stack,0,2,14,8.0
S109,188,DSA,Queue,0,3,13,8.0
S109,76,DSA,Stack,1,5,10,8.0
S109,51,DSA,Stack,1,4,9,8.0
S109,289,DSA,Queue,0,5,12,8.0
S109,74,DSA,Stack,1,5,8,8.0
S109,39,DSA,Stack,1,2,14,8.0
S109,199,DSA,Queue,0,3,4,8.0
S109,7,DSA,Stack,0,4,10,
S110,252,DSA,Queue,1,2,11,8.0
S110,102,DSA,Stack,0,3,9,8.0
S110,70,DSA,Stack,1,5,3,8.0
S110,154,DSA,Stack,1,3,4,8.0
S110,81,DSA,Stack,1,2,9,8.0
S110,129,DSA,Stack,1,5,5,8.0
S110,97,DSA,Stack,0,3,7,8.0
S110,189,DSA,Queue,1,5,15,8.0
S110,238,DSA,Queue,0,1,14,8.0
S110,287,DSA,Queue,1,4,10,8.0
S111,45,DSA,Stack,0,1,11,8.0
S111,287,DSA,Queue,0,4,15,8.0
S111,50,DSA,Stack,0,1,10,8.0
S111,191,DSA,Queue,0,2,13,8.0
S111,123,DSA,Stack,0,4,11,8.0
S111,79,DSA,Stack,1,1,15,8.0
S111,49,DSA,Stack,0,1,15,8.0
S111,267,DSA,Queue,1,4,3,8.0
S111,230,DSA,Queue,0,5,5,8.0
S111,219,DSA,Queue,0,5,5,8.0
S112,150,DSA,Stack,1,5,15,8.0
S112,194,DSA,Queue,0,5,5,8.0
S112,53,DSA,Stack,0,3,14,8.0
S112,169,DSA,Stack,1,4,3,8.0
S112,37,DSA,Stack,1,3,5,8.0
S112,202,DSA,Queue,1,5,8,8.0
S112,1,DSA,Stack,1,2,6,6.0
S112,85,DSA,Stack,1,4,14,8.0
S112,203,DSA,Queue,1,4,9,8.0
S112,103,DSA,Stack,1,2,11,8.0
S113,173,DSA,Queue,0,4,7,8.0
S113,31,DSA,Stack,1,4,11,8.0
S113,290,DSA,Queue,1,4,13,8.0
S113,245,DSA,Queue,1,5,11,8.0
S113,33,DSA,Stack,0,1,12,8.0
S113,132,DSA,Stack,0,3,14,8.0
S113,221,DSA,Queue,0,4,6,8.0
S113,216,DSA,Queue,1,3,7,8.0
S113,117,DSA,Stack,0,1,5,8.0
S113,243,DSA,Queue,0,3,14,8.0
S114,210,DSA,Queue,0,3,7,8.0
S114,147,DSA,Stack,1,3,5,8.0
S114,142,DSA,Stack,1,4,11,8.0
S114,247,DSA,Queue,0,4,11,8.0
S114,167,DSA,Stack,1,1,13,8.0
S114,82,DSA,Stack,1,5,13,8.0
S114,273,DSA,Queue,1,4,15,8.0
S114,67,DSA,Stack,0,5,11,8.0
S114,42,DSA,Stack,0,5,6,8.0
S114,259,DSA,Queue,0,4,6,8.0
S115,3,DSA,Stack,1,2,6,
S115,22,DSA,Stack,0,2,14,8.0
S115,199,DSA,Queue,1,5,3,8.0
S115,62,DSA,Stack,1,3,12,8.0
S115,276,DSA,Queue,0,5,6,8.0
S115,14,DSA,Stack,0,2,7,8.0
S115,112,DSA,Stack,0,3,7,8.0
S115,192,DSA,Queue,1,1,7,8.0
S115,261,DSA,Queue,1,1,5,8.0
S115,149,DSA,Stack,0,4,15,8.0
S116,229,DSA,Queue,0,3,11,8.0
S116,60,DSA,Stack,1,4,9,8.0
S116,122,DSA,Stack,1,1,15,8.0
S116,33,DSA,Stack,1,4,4,8.0
S116,256,DSA,Queue,1,5,7,8.0
S116,151,DSA,Stack,0,4,15,8.0
S116,202,DSA,Queue,0,4,11,8.0
S116,14,DSA,Stack,0,3,15,8.0
S116,255,DSA,Queue,1,5,7,8.0
S116,48,DSA,Stack,0,1,3,8.0
S117,105,DSA,Stack,1,4,7,8.0
S117,148,DSA,Stack,0,2,12,8.0
S117,228,DSA,Queue,1,2,10,8.0
S117,284,DSA,Queue,1,1,3,8.0
S117,78,DSA,Stack,0,2,7,8.0
S117,199,DSA,Queue,0,4,9,8.0
S117,60,DSA,Stack,1,2,10,8.0
S117,9,DSA,Stack,1,3,12,
S117,249,DSA,Queue,0,4,4,8.0
S117,18,DSA,Stack,1,1,11,8.0
S118,200,DSA,Queue,1,2,14,8.0
S118,250,DSA,Queue,0,5,3,8.0
S118,22,DSA,Stack,0,5,3,8.0
S118,163,DSA,Stack,0,1,7,8.0
S118,112,DSA,Stack,1,5,10,8.0
S118,103,DSA,Stack,1,4,3,8.0
S118,251,DSA,Queue,1,1,3,8.0
S118,91,DSA,Stack,0,3,13,8.0
S118,157,DSA,Stack,1,2,9,8.0
S118,224,DSA,Queue,0,1,13,8.0
S119,174,DSA,Queue,0,1,12,8.0
S119,118,DSA,Stack,0,5,10,8.0
S119,252,DSA,Queue,0,1,14,8.0
S119,153,DSA,Stack,1,4,7,8.0
S119,114,DSA,Stack,0,2,7,8.0
S119,200,DSA,Queue,1,2,10,8.0
S119,236,DSA,Queue,0,1,10,8.0
S119,90,DSA,Stack,0,4,5,8.0
S119,115,DSA,Stack,0,2,12,8.0
S119,163,DSA,Stack,0,5,8,8.0
S120,116,DSA,Stack,1,4,10,8.0
S120,269,DSA,Queue,0,2,11,8.0
S120,216,DSA,Queue,1,4,10,8.0
S120,65,DSA,Stack,1,5,10,8.0
S120,1,DSA,Stack,1,3,11,6.0
S120,102,DSA,Stack,1,4,6,8.0
S120,225,DSA,Queue,1,2,15,8.0
S120,46,DSA,Stack,1,5,8,8.0
S120,122,DSA,Stack,1,3,4,8.0
S120,202,DSA,Queue,0,2,8,8.0
S121,87,DSA,Stack,1,3,9,8.0
S121,59,DSA,Stack,0,2,11,8.0
S121,95,DSA,Stack,1,5,10,8.0
S121,135,DSA,Stack,1,3,8,8.0
S121,96,DSA,Stack,0,1,5,8.0
S121,196,DSA,Queue,1,5,7,8.0
S121,94,DSA,Stack,1,4,11,8.0
S121,161,DSA,Stack,0,1,11,8.0
S121,250,DSA,Queue,0,4,3,8.0
S121,58,DSA,Stack,1,2,7,8.0
S122,225,DSA,Queue,1,1,8,8.0
S122,124,DSA,Stack,1,2,8,8.0
S122,38,DSA,Stack,1,1,5,8.0
S122,44,DSA,Stack,0,4,8,8.0
S122,160,DSA,Stack,1,1,15,8.0
S122,97,DSA,Stack,1,3,15,8.0
